frame_index,hotspot_rank,is_top_hotspot,station_name,location_id,latitude,longitude,datetime_to_utc,forecast_for_utc,pm25,predicted_pm25_xgboost,pm25_next_hour,forecast_change_pm25,forecast_change_percent,forecast_direction,predicted_pm25_subindex,aqi_category,risk_level,recommendation,alert_message
0,1,True,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-21 13:30:00+00:00,2026-02-21 14:30:00+00:00,60.3,54.94,65.0,-5.36,-8.89,Improving,91,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 54.9 µg/m³. Conditions are improving."
0,2,False,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-21 13:30:00+00:00,2026-02-21 14:30:00+00:00,53.7,51.77,57.8,-1.93,-3.6,Stable,86,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 51.8 µg/m³. Conditions are stable."
0,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-21 13:30:00+00:00,2026-02-21 14:30:00+00:00,32.7,48.69,38.8,15.99,48.89,Rising sharply,81,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 48.7 µg/m³. Conditions are rising sharply."
0,4,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-21 13:30:00+00:00,2026-02-21 14:30:00+00:00,33.0,33.94,39.3,0.94,2.84,Stable,56,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 33.9 µg/m³. Conditions are stable."
0,5,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-21 13:30:00+00:00,2026-02-21 14:30:00+00:00,22.5,26.52,24.0,4.02,17.85,Rising,44,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 26.5 µg/m³. Conditions are rising."
0,6,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-21 13:30:00+00:00,2026-02-21 14:30:00+00:00,19.9,24.18,30.8,4.28,21.52,Rising,40,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 24.2 µg/m³. Conditions are rising."
1,1,True,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-21 14:30:00+00:00,2026-02-21 15:30:00+00:00,65.0,59.84,68.2,-5.16,-7.94,Improving,100,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 59.8 µg/m³. Conditions are improving."
1,2,False,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-21 14:30:00+00:00,2026-02-21 15:30:00+00:00,57.8,53.3,51.1,-4.5,-7.78,Improving,89,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 53.3 µg/m³. Conditions are improving."
1,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-21 14:30:00+00:00,2026-02-21 15:30:00+00:00,38.8,41.74,39.6,2.94,7.58,Stable,69,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 41.7 µg/m³. Conditions are stable."
1,4,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-21 14:30:00+00:00,2026-02-21 15:30:00+00:00,39.3,40.93,30.0,1.63,4.15,Stable,68,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 40.9 µg/m³. Conditions are stable."
1,5,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-21 14:30:00+00:00,2026-02-21 15:30:00+00:00,30.8,33.16,37.8,2.36,7.66,Stable,55,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 33.2 µg/m³. Conditions are stable."
1,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-21 14:30:00+00:00,2026-02-21 15:30:00+00:00,24.0,27.04,33.1,3.04,12.68,Rising,45,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 27.0 µg/m³. Conditions are rising."
2,1,True,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-21 15:30:00+00:00,2026-02-21 16:30:00+00:00,68.2,57.04,59.5,-11.16,-16.36,Improving sharply,95,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 57.0 µg/m³. Conditions are improving sharply."
2,2,False,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-21 15:30:00+00:00,2026-02-21 16:30:00+00:00,51.1,47.87,44.9,-3.23,-6.32,Improving,80,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 47.9 µg/m³. Conditions are improving."
2,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-21 15:30:00+00:00,2026-02-21 16:30:00+00:00,39.6,40.99,39.5,1.39,3.52,Stable,68,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 41.0 µg/m³. Conditions are stable."
2,4,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-21 15:30:00+00:00,2026-02-21 16:30:00+00:00,37.8,35.29,37.8,-2.51,-6.64,Stable,58,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 35.3 µg/m³. Conditions are stable."
2,5,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-21 15:30:00+00:00,2026-02-21 16:30:00+00:00,33.1,34.77,20.5,1.67,5.05,Stable,57,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 34.8 µg/m³. Conditions are stable."
2,6,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-21 15:30:00+00:00,2026-02-21 16:30:00+00:00,30.0,30.41,29.4,0.41,1.36,Stable,50,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 30.4 µg/m³. Conditions are stable."
3,1,True,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-21 16:30:00+00:00,2026-02-21 17:30:00+00:00,59.5,47.19,63.0,-12.31,-20.69,Improving sharply,78,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 47.2 µg/m³. Conditions are improving sharply."
3,2,False,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-21 16:30:00+00:00,2026-02-21 17:30:00+00:00,44.9,42.53,50.8,-2.37,-5.28,Stable,70,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 42.5 µg/m³. Conditions are stable."
3,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-21 16:30:00+00:00,2026-02-21 17:30:00+00:00,39.5,41.29,38.0,1.79,4.52,Stable,68,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 41.3 µg/m³. Conditions are stable."
3,4,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-21 16:30:00+00:00,2026-02-21 17:30:00+00:00,37.8,33.42,31.8,-4.38,-11.58,Improving,55,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 33.4 µg/m³. Conditions are improving."
3,5,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-21 16:30:00+00:00,2026-02-21 17:30:00+00:00,29.4,30.75,39.8,1.35,4.59,Stable,51,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 30.8 µg/m³. Conditions are stable."
3,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-21 16:30:00+00:00,2026-02-21 17:30:00+00:00,20.5,22.07,28.6,1.57,7.65,Stable,37,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 22.1 µg/m³. Conditions are stable."
4,1,True,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-21 17:30:00+00:00,2026-02-21 18:30:00+00:00,63.0,54.27,66.6,-8.73,-13.86,Improving,90,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 54.3 µg/m³. Conditions are improving."
4,2,False,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-21 17:30:00+00:00,2026-02-21 18:30:00+00:00,50.8,46.99,54.3,-3.81,-7.5,Improving,78,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 47.0 µg/m³. Conditions are improving."
4,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-21 17:30:00+00:00,2026-02-21 18:30:00+00:00,38.0,41.55,33.9,3.55,9.33,Rising,69,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 41.5 µg/m³. Conditions are rising."
4,4,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-21 17:30:00+00:00,2026-02-21 18:30:00+00:00,39.8,41.3,28.3,1.5,3.76,Stable,68,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 41.3 µg/m³. Conditions are stable."
4,5,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-21 17:30:00+00:00,2026-02-21 18:30:00+00:00,28.6,30.14,31.0,1.54,5.38,Stable,50,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 30.1 µg/m³. Conditions are stable."
4,6,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-21 17:30:00+00:00,2026-02-21 18:30:00+00:00,31.8,28.3,33.1,-3.5,-11.0,Improving,47,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 28.3 µg/m³. Conditions are improving."
5,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-21 20:30:00+00:00,2026-02-21 21:30:00+00:00,49.8,70.87,47.3,21.07,42.3,Rising sharply,135,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Velachery Res. Area, Chennai - CPCB: next-hour PM2.5 is forecast at 70.9 µg/m³. Conditions are rising sharply."
5,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-21 20:30:00+00:00,2026-02-21 21:30:00+00:00,75.6,69.46,75.1,-6.14,-8.13,Improving,130,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali, Chennai - CPCB: next-hour PM2.5 is forecast at 69.5 µg/m³. Conditions are improving."
5,3,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-21 20:30:00+00:00,2026-02-21 21:30:00+00:00,52.7,49.18,31.5,-3.52,-6.69,Improving,82,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 49.2 µg/m³. Conditions are improving."
5,4,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-21 20:30:00+00:00,2026-02-21 21:30:00+00:00,38.2,38.44,39.1,0.24,0.63,Stable,64,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 38.4 µg/m³. Conditions are stable."
5,5,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-21 20:30:00+00:00,2026-02-21 21:30:00+00:00,26.0,25.98,29.8,-0.02,-0.08,Stable,43,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 26.0 µg/m³. Conditions are stable."
5,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-21 20:30:00+00:00,2026-02-21 21:30:00+00:00,18.6,25.67,29.1,7.07,37.99,Rising,43,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 25.7 µg/m³. Conditions are rising."
6,1,True,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-21 21:30:00+00:00,2026-02-21 22:30:00+00:00,75.1,64.53,56.3,-10.57,-14.08,Improving sharply,113,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali, Chennai - CPCB: next-hour PM2.5 is forecast at 64.5 µg/m³. Conditions are improving sharply."
6,2,False,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-21 21:30:00+00:00,2026-02-21 22:30:00+00:00,47.3,57.54,57.8,10.24,21.66,Rising sharply,96,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 57.5 µg/m³. Conditions are rising sharply."
6,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-21 21:30:00+00:00,2026-02-21 22:30:00+00:00,39.1,39.04,40.4,-0.06,-0.16,Stable,65,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 39.0 µg/m³. Conditions are stable."
6,4,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-21 21:30:00+00:00,2026-02-21 22:30:00+00:00,29.1,31.68,26.0,2.58,8.85,Stable,52,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 31.7 µg/m³. Conditions are stable."
6,5,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-21 21:30:00+00:00,2026-02-21 22:30:00+00:00,29.8,30.01,31.2,0.21,0.7,Stable,49,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 30.0 µg/m³. Conditions are stable."
6,6,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-21 21:30:00+00:00,2026-02-21 22:30:00+00:00,31.5,25.37,30.6,-6.13,-19.45,Improving,42,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 25.4 µg/m³. Conditions are improving."
7,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-21 22:30:00+00:00,2026-02-21 23:30:00+00:00,57.8,54.38,54.9,-3.42,-5.92,Improving,91,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 54.4 µg/m³. Conditions are improving."
7,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-21 22:30:00+00:00,2026-02-21 23:30:00+00:00,56.3,46.76,60.1,-9.54,-16.95,Improving,78,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 46.8 µg/m³. Conditions are improving."
7,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-21 22:30:00+00:00,2026-02-21 23:30:00+00:00,40.4,40.92,38.7,0.52,1.29,Stable,68,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 40.9 µg/m³. Conditions are stable."
7,4,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-21 22:30:00+00:00,2026-02-21 23:30:00+00:00,30.6,31.01,40.3,0.41,1.35,Stable,51,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 31.0 µg/m³. Conditions are stable."
7,5,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-21 22:30:00+00:00,2026-02-21 23:30:00+00:00,31.2,28.02,30.7,-3.18,-10.19,Improving,47,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 28.0 µg/m³. Conditions are improving."
7,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-21 22:30:00+00:00,2026-02-21 23:30:00+00:00,26.0,25.52,30.6,-0.48,-1.86,Stable,43,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 25.5 µg/m³. Conditions are stable."
8,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-21 23:30:00+00:00,2026-02-22 00:30:00+00:00,54.9,53.14,50.8,-1.76,-3.21,Stable,88,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 53.1 µg/m³. Conditions are stable."
8,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-21 23:30:00+00:00,2026-02-22 00:30:00+00:00,60.1,50.45,70.3,-9.65,-16.06,Improving,84,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 50.4 µg/m³. Conditions are improving."
8,3,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-21 23:30:00+00:00,2026-02-22 00:30:00+00:00,40.3,44.58,29.6,4.28,10.62,Rising,74,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 44.6 µg/m³. Conditions are rising."
8,4,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-21 23:30:00+00:00,2026-02-22 00:30:00+00:00,38.7,40.01,38.3,1.31,3.39,Stable,66,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 40.0 µg/m³. Conditions are stable."
8,5,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-21 23:30:00+00:00,2026-02-22 00:30:00+00:00,30.6,32.3,30.9,1.7,5.56,Stable,53,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 32.3 µg/m³. Conditions are stable."
8,6,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-21 23:30:00+00:00,2026-02-22 00:30:00+00:00,30.7,30.54,33.2,-0.16,-0.53,Stable,50,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 30.5 µg/m³. Conditions are stable."
9,1,True,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-22 00:30:00+00:00,2026-02-22 01:30:00+00:00,70.3,59.93,52.0,-10.37,-14.75,Improving sharply,100,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 59.9 µg/m³. Conditions are improving sharply."
9,2,False,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-22 00:30:00+00:00,2026-02-22 01:30:00+00:00,50.8,55.48,54.1,4.68,9.21,Rising,92,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 55.5 µg/m³. Conditions are rising."
9,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-22 00:30:00+00:00,2026-02-22 01:30:00+00:00,38.3,38.7,32.5,0.4,1.04,Stable,64,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 38.7 µg/m³. Conditions are stable."
9,4,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-22 00:30:00+00:00,2026-02-22 01:30:00+00:00,33.2,34.53,34.9,1.33,3.99,Stable,57,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 34.5 µg/m³. Conditions are stable."
9,5,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-22 00:30:00+00:00,2026-02-22 01:30:00+00:00,29.6,33.56,26.8,3.96,13.38,Rising,55,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 33.6 µg/m³. Conditions are rising."
9,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-22 00:30:00+00:00,2026-02-22 01:30:00+00:00,30.9,32.69,37.6,1.79,5.8,Stable,54,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 32.7 µg/m³. Conditions are stable."
10,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-22 01:30:00+00:00,2026-02-22 02:30:00+00:00,54.1,54.84,51.6,0.74,1.36,Stable,91,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 54.8 µg/m³. Conditions are stable."
10,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-22 01:30:00+00:00,2026-02-22 02:30:00+00:00,52.0,45.27,53.1,-6.73,-12.94,Improving,75,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 45.3 µg/m³. Conditions are improving."
10,3,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-22 01:30:00+00:00,2026-02-22 02:30:00+00:00,37.6,38.4,41.3,0.8,2.13,Stable,64,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 38.4 µg/m³. Conditions are stable."
10,4,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-22 01:30:00+00:00,2026-02-22 02:30:00+00:00,34.9,36.0,41.0,1.1,3.15,Stable,59,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 36.0 µg/m³. Conditions are stable."
10,5,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-22 01:30:00+00:00,2026-02-22 02:30:00+00:00,32.5,32.3,27.2,-0.2,-0.61,Stable,53,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 32.3 µg/m³. Conditions are stable."
10,6,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-22 01:30:00+00:00,2026-02-22 02:30:00+00:00,26.8,31.44,43.6,4.64,17.33,Rising,52,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 31.4 µg/m³. Conditions are rising."
11,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-22 02:30:00+00:00,2026-02-22 03:30:00+00:00,51.6,47.75,47.8,-3.85,-7.46,Improving,79,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 47.8 µg/m³. Conditions are improving."
11,2,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-22 02:30:00+00:00,2026-02-22 03:30:00+00:00,43.6,44.32,56.0,0.72,1.65,Stable,74,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 44.3 µg/m³. Conditions are stable."
11,3,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-22 02:30:00+00:00,2026-02-22 03:30:00+00:00,53.1,44.3,62.4,-8.8,-16.58,Improving,73,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 44.3 µg/m³. Conditions are improving."
11,4,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-22 02:30:00+00:00,2026-02-22 03:30:00+00:00,41.3,39.35,43.8,-1.95,-4.73,Stable,65,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 39.3 µg/m³. Conditions are stable."
11,5,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-22 02:30:00+00:00,2026-02-22 03:30:00+00:00,41.0,37.53,45.4,-3.47,-8.46,Improving,62,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 37.5 µg/m³. Conditions are improving."
11,6,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-22 02:30:00+00:00,2026-02-22 03:30:00+00:00,27.2,23.65,26.9,-3.55,-13.05,Improving,39,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 23.7 µg/m³. Conditions are improving."
