frame_index,hotspot_rank,is_top_hotspot,station_name,location_id,latitude,longitude,datetime_to_utc,forecast_for_utc,pm25,predicted_pm25_xgboost,pm25_next_hour,forecast_change_pm25,forecast_change_percent,forecast_direction,predicted_pm25_subindex,aqi_category,risk_level,recommendation,alert_message
68,4,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-27 14:30:00+00:00,2026-02-27 15:30:00+00:00,52.3,51.01,53.3,-1.29,-2.47,Stable,85,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 51.0 µg/m³. Conditions are stable."
68,5,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-27 14:30:00+00:00,2026-02-27 15:30:00+00:00,50.1,48.24,48.6,-1.86,-3.7,Stable,80,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 48.2 µg/m³. Conditions are stable."
68,6,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-27 14:30:00+00:00,2026-02-27 15:30:00+00:00,48.2,43.09,50.4,-5.11,-10.6,Improving,71,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 43.1 µg/m³. Conditions are improving."
69,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-27 15:30:00+00:00,2026-02-27 16:30:00+00:00,71.4,117.73,64.1,46.33,64.89,Rising sharply,292,Poor,High,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Velachery Res. Area, Chennai - CPCB: next-hour PM2.5 is forecast at 117.7 µg/m³. Conditions are rising sharply."
69,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-27 15:30:00+00:00,2026-02-27 16:30:00+00:00,85.9,67.16,77.9,-18.74,-21.82,Improving sharply,122,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali, Chennai - CPCB: next-hour PM2.5 is forecast at 67.2 µg/m³. Conditions are improving sharply."
69,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-27 15:30:00+00:00,2026-02-27 16:30:00+00:00,53.3,55.19,51.6,1.89,3.54,Stable,92,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 55.2 µg/m³. Conditions are stable."
69,4,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-27 15:30:00+00:00,2026-02-27 16:30:00+00:00,53.0,52.01,62.4,-0.99,-1.86,Stable,87,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 52.0 µg/m³. Conditions are stable."
69,5,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-27 15:30:00+00:00,2026-02-27 16:30:00+00:00,48.6,49.13,50.0,0.53,1.09,Stable,82,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 49.1 µg/m³. Conditions are stable."
69,6,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-27 15:30:00+00:00,2026-02-27 16:30:00+00:00,50.4,46.62,52.5,-3.78,-7.51,Improving,77,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 46.6 µg/m³. Conditions are improving."
70,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-27 16:30:00+00:00,2026-02-27 17:30:00+00:00,64.1,103.59,61.6,39.49,61.61,Rising sharply,244,Poor,High,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Velachery Res. Area, Chennai - CPCB: next-hour PM2.5 is forecast at 103.6 µg/m³. Conditions are rising sharply."
70,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-27 16:30:00+00:00,2026-02-27 17:30:00+00:00,77.9,60.62,81.3,-17.28,-22.18,Improving sharply,100,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 60.6 µg/m³. Conditions are improving sharply."
70,3,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-27 16:30:00+00:00,2026-02-27 17:30:00+00:00,62.4,60.56,94.6,-1.84,-2.94,Stable,100,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 60.6 µg/m³. Conditions are stable."
70,4,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-27 16:30:00+00:00,2026-02-27 17:30:00+00:00,52.5,50.69,45.9,-1.81,-3.44,Stable,84,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 50.7 µg/m³. Conditions are stable."
70,5,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-27 16:30:00+00:00,2026-02-27 17:30:00+00:00,51.6,49.69,47.9,-1.91,-3.69,Stable,83,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 49.7 µg/m³. Conditions are stable."
70,6,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-27 16:30:00+00:00,2026-02-27 17:30:00+00:00,50.0,48.45,63.0,-1.55,-3.1,Stable,80,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 48.5 µg/m³. Conditions are stable."
71,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-27 17:30:00+00:00,2026-02-27 18:30:00+00:00,61.6,87.04,52.0,25.44,41.3,Rising sharply,190,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Velachery Res. Area, Chennai - CPCB: next-hour PM2.5 is forecast at 87.0 µg/m³. Conditions are rising sharply."
71,2,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-27 17:30:00+00:00,2026-02-27 18:30:00+00:00,94.6,75.5,52.7,-19.1,-20.19,Improving sharply,151,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 75.5 µg/m³. Conditions are improving sharply."
71,3,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-27 17:30:00+00:00,2026-02-27 18:30:00+00:00,63.0,67.84,52.3,4.84,7.68,Rising,124,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Royapuram, Chennai - TNPCB: next-hour PM2.5 is forecast at 67.8 µg/m³. Conditions are rising."
71,4,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-27 17:30:00+00:00,2026-02-27 18:30:00+00:00,81.3,62.49,81.9,-18.81,-23.14,Improving sharply,106,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali, Chennai - CPCB: next-hour PM2.5 is forecast at 62.5 µg/m³. Conditions are improving sharply."
71,5,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-27 17:30:00+00:00,2026-02-27 18:30:00+00:00,47.9,49.82,46.2,1.92,4.01,Stable,83,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 49.8 µg/m³. Conditions are stable."
71,6,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-27 17:30:00+00:00,2026-02-27 18:30:00+00:00,45.9,42.24,54.0,-3.66,-7.97,Improving,70,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 42.2 µg/m³. Conditions are improving."
